torc,wk2,CAPT-198,ar0820,0,1,torc/CAPT-198/noon_highway_CAPT-198_20211117143948/ar0820/image0/frame_image0_00022364.png,torc/CAPT-198/noon_highway_CAPT-198_20211117143948/ar0820/image1/frame_image1_00022364.png
torc,wk3,CAPT-272,ar0820,1,2,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image1/frame_image1_00041308.png,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image2/frame_image2_00041308.png
torc,wk3,CAPT-272,ar0820,0,2,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image0/frame_image0_00020436.png,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image2/frame_image2_00020436.png
torc,wk3,CAPT-268,ar0820,1,2,torc/CAPT-268/noon_CAPT-268_20211202132649/ar0820/image1/frame_image1_00083606.png,torc/CAPT-268/noon_CAPT-268_20211202132649/ar0820/image2/frame_image2_00083606.png
torc,wk2,CAPT-202,ar0820,0,1,torc/CAPT-202/noon_highway_CAPT-202_20211118134836/ar0820/image0/frame_image0_00030294.png,torc/CAPT-202/noon_highway_CAPT-202_20211118134836/ar0820/image1/frame_image1_00030294.png
torc,wk3,CAPT-264,ar0820,1,3,torc/CAPT-264/noon_CAPT-264_20211201131641/ar0820/image1/frame_image1_00053252.png,torc/CAPT-264/noon_CAPT-264_20211201131641/ar0820/image3/frame_image3_00053252.png
torc,wk3,CAPT-268,ar0820,1,2,torc/CAPT-268/noon_CAPT-268_20211202132649/ar0820/image1/frame_image1_00049648.png,torc/CAPT-268/noon_CAPT-268_20211202132649/ar0820/image2/frame_image2_00049648.png
torc,wk3,CAPT-356,ar0820,2,3,torc/CAPT-356/noon_CAPT-356_20211208133513/ar0820/image2/frame_image2_00025301.png,torc/CAPT-356/noon_CAPT-356_20211208133513/ar0820/image3/frame_image3_00025301.png
torc,wk2,CAPT-198,ar0820,1,2,torc/CAPT-198/noon_highway_CAPT-198_20211117143948/ar0820/image1/frame_image1_00016980.png,torc/CAPT-198/noon_highway_CAPT-198_20211117143948/ar0820/image2/frame_image2_00016980.png
torc,wk2,CAPT-194,ar0820,0,2,torc/CAPT-194/afternoon-CAPT-194_20211116170146/ar0820/image0/frame_image0_00026073.png,torc/CAPT-194/afternoon-CAPT-194_20211116170146/ar0820/image2/frame_image2_00026073.png
torc,wk3,CAPT-264,ar0820,1,3,torc/CAPT-264/noon_CAPT-264_20211201131641/ar0820/image1/frame_image1_00039172.png,torc/CAPT-264/noon_CAPT-264_20211201131641/ar0820/image3/frame_image3_00039172.png
torc,wk3,CAPT-272,ar0820,0,1,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image0/frame_image0_00074194.png,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image1/frame_image1_00074194.png
torc,wk2,CAPT-199,ar0820,0,2,torc/CAPT-199/afternoon_CAPT-199_20211117172655/ar0820/image0/frame_image0_00021838.png,torc/CAPT-199/afternoon_CAPT-199_20211117172655/ar0820/image2/frame_image2_00021838.png
torc,wk2,CAPT-198,ar0820,0,2,torc/CAPT-198/noon_highway_CAPT-198_20211117143948/ar0820/image0/frame_image0_00064550.png,torc/CAPT-198/noon_highway_CAPT-198_20211117143948/ar0820/image2/frame_image2_00064550.png
torc,wk3,CAPT-272,ar0820,0,2,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image0/frame_image0_00051729.png,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image2/frame_image2_00051729.png
torc,wk3,CAPT-272,ar0820,0,1,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image0/frame_image0_00041909.png,torc/CAPT-272/noon_CAPT-272_20211203133309/ar0820/image1/frame_image1_00041909.png
torc,wk3,CAPT-321,ar0820,2,3,torc/CAPT-321/noon_CAPT-321_20211130134801/ar0820/image2/frame_image2_00052560.png,torc/CAPT-321/noon_CAPT-321_20211130134801/ar0820/image3/frame_image3_00052560.png
torc,wk3,CAPT-356,ar0820,1,2,torc/CAPT-356/noon_CAPT-356_20211208133513/ar0820/image1/frame_image1_00031044.png,torc/CAPT-356/noon_CAPT-356_20211208133513/ar0820/image2/frame_image2_00031044.png
