/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001787,image3/frame_image3_00001787
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001797,image3/frame_image3_00001797
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001807,image3/frame_image3_00001807
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001817,image3/frame_image3_00001817
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001827,image3/frame_image3_00001827
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001837,image3/frame_image3_00001837
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001847,image3/frame_image3_00001847
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001857,image3/frame_image3_00001857
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001867,image3/frame_image3_00001867
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001877,image3/frame_image3_00001877
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001887,image3/frame_image3_00001887
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001897,image3/frame_image3_00001897
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001907,image3/frame_image3_00001907
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001917,image3/frame_image3_00001917
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001927,image3/frame_image3_00001927
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001937,image3/frame_image3_00001937
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001947,image3/frame_image3_00001947
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001957,image3/frame_image3_00001957
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001967,image3/frame_image3_00001967
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001977,image3/frame_image3_00001977
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001987,image3/frame_image3_00001987
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00001997,image3/frame_image3_00001997
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002007,image3/frame_image3_00002007
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002017,image3/frame_image3_00002017
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002027,image3/frame_image3_00002027
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002037,image3/frame_image3_00002037
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002047,image3/frame_image3_00002047
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002057,image3/frame_image3_00002057
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002067,image3/frame_image3_00002067
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002077,image3/frame_image3_00002077
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002087,image3/frame_image3_00002087
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002097,image3/frame_image3_00002097
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002107,image3/frame_image3_00002107
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002117,image3/frame_image3_00002117
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002127,image3/frame_image3_00002127
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002137,image3/frame_image3_00002137
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002147,image3/frame_image3_00002147
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002157,image3/frame_image3_00002157
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002167,image3/frame_image3_00002167
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002177,image3/frame_image3_00002177
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002187,image3/frame_image3_00002187
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002197,image3/frame_image3_00002197
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002207,image3/frame_image3_00002207
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002217,image3/frame_image3_00002217
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002227,image3/frame_image3_00002227
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002237,image3/frame_image3_00002237
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002247,image3/frame_image3_00002247
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002257,image3/frame_image3_00002257
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002267,image3/frame_image3_00002267
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002277,image3/frame_image3_00002277
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002287,image3/frame_image3_00002287
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002297,image3/frame_image3_00002297
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002307,image3/frame_image3_00002307
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002317,image3/frame_image3_00002317
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002327,image3/frame_image3_00002327
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002337,image3/frame_image3_00002337
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002347,image3/frame_image3_00002347
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002357,image3/frame_image3_00002357
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002367,image3/frame_image3_00002367
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002377,image3/frame_image3_00002377
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002387,image3/frame_image3_00002387
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002397,image3/frame_image3_00002397
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002407,image3/frame_image3_00002407
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002417,image3/frame_image3_00002417
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002427,image3/frame_image3_00002427
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002437,image3/frame_image3_00002437
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002447,image3/frame_image3_00002447
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002457,image3/frame_image3_00002457
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002467,image3/frame_image3_00002467
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002477,image3/frame_image3_00002477
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002487,image3/frame_image3_00002487
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00002497,image3/frame_image3_00002497
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00003001,image3/frame_image3_00003001
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00003011,image3/frame_image3_00003011
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00003021,image3/frame_image3_00003021
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00003031,image3/frame_image3_00003031
/nas/EOS/dataset/torc/wk2/fixed_structure,CAPT-201,morning_intrinsic_12_CAPT-201_20211118123036,ar0820,image0/frame_image0_00003041,image3/frame_image3_00003041
