/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967813108639456.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967813108640952.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967813308439648.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967813308440776.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967813508239408.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967813508240216.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967813708039248.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967813708039816.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967813907839008.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967813907839256.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967814107638768.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967814107638776.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967814307438448.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967814307438376.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967814507238288.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967814507238136.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967814707038160.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967814707037800.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967814906838400.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967814906837960.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967815106638400.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967815106638120.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967815306438400.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967815306438360.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967815506238400.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967815506238440.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_left/stereo_front_left_315967815706038400.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/stereo_front_right/stereo_front_right_315967815706038680.jpg,/nas/EOS/dataset_external/argo/argoverse-tracking/train/53037376-5303-5303-5303-553038557184/vehicle_calibration_info.json,53037376-5303-5303-5303-553038557184
