/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0001.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0001.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0001.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0001.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0001.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0002.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0002.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0002.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0002.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0002.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0002.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0003.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0003.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0003.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0003.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0003.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0003.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0004.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0004.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0004.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0004.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0004.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0004.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0004.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0004.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0004.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0005.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0005.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0005.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0005.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0005.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0006.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0006.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0006.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0006.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0006.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0006.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0006.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0006.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0006.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0007.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0007.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0007.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0007.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0007.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0007.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0007.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0007.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0007.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0008.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0008.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0008.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0008.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0008.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0008.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0008.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0008.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0008.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0009.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0009.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0009.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0009.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0009.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0009.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0010.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0010.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0010.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0010.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0010.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0011.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0011.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0011.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0011.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0011.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0011.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0011.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0011.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0011.cam,market_5,True
/home/eos/workspace/nas.anush/SintelStereo/training/clean_left/market_5/frame_0012.png,/home/eos/workspace/nas.anush/SintelStereo/training/clean_right/market_5/frame_0012.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0012.cam,market_5,False
/home/eos/workspace/nas.anush/SintelStereo/training/final_left/market_5/frame_0012.png,/home/eos/workspace/nas.anush/SintelStereo/training/final_right/market_5/frame_0012.png,/home/eos/workspace/nas.anush/SintelStereo/training/camdata_left/market_5/frame_0012.cam,market_5,False
